Expression,IsClassicTh,IsIntuitionistTh
((0 v (A v 0)) * 0) = 1.,0,0
(0 v (0 v (A v 0))) = 1.,0,0
(0 ^ (0 v (A v 0))) = 1.,0,0
((0 v (A v 0)) ^ 0) = 1.,0,0
((0 v (A v 0)) v 0) = 1.,0,0
((0 v (A v 0)) * A) = 1.,1,1
((0 v (A v 0)) ^ A) = 1.,0,0
((0 v (A v 0)) v A) = 1.,0,0
(A ^ ((A v 0) * A)) = 1.,0,0
((A ^ (0 * 0)) * A) = 1.,1,1
(A * (0 v (A v 0))) = 1.,1,1
(A ^ (0 v (A v 0))) = 1.,0,0
(A v (0 v (A v 0))) = 1.,0,0
(((A v 0) * A) * 0) = 1.,0,0
(0 ^ (A * (A v 0))) = 1.,0,0
(((A v 0) * A) ^ 0) = 1.,0,0
(((A v 0) v A) v 0) = 1.,0,0
(((A v 0) * A) v 0) = 1.,1,1
(0 * ((A v 0) v A)) = 1.,1,1
(0 * ((A v 0) * A)) = 1.,1,1
(0 ^ ((A v 0) v A)) = 1.,0,0
(0 ^ ((A v 0) * A)) = 1.,0,0
(0 v ((A v 0) * A)) = 1.,1,1
(((A v 0) * A) * A) = 1.,0,0
(((A v 0) * A) ^ A) = 1.,0,0
(((A v 0) * A) v A) = 1.,1,1
(A * ((A v 0) * A)) = 1.,1,1
(A ^ ((A v 0) v A)) = 1.,0,0
(((A v 0) v A) * A) = 1.,1,1
(((A v 0) v A) ^ A) = 1.,0,0
(A v ((A v 0) * 0)) = 1.,1,0
(((A v 0) * 0) v A) = 1.,1,0
(((A v 0) v A) v A) = 1.,0,0
(A * ((A v 0) v A)) = 1.,1,1
(A v (A * (A v 0))) = 1.,1,1
(0 v ((A v 0) v A)) = 1.,0,0
(A v ((A v 0) v A)) = 1.,0,0
((A * (A v 0)) v A) = 1.,1,1
(0 v (A * (A v 0))) = 1.,1,1
((A * (A v 0)) * 0) = 1.,0,0
(A * (A * (A v 0))) = 1.,1,1
((A * (A v 0)) ^ 0) = 1.,0,0
((A * (A v 0)) * A) = 1.,0,0
(A ^ (A * (A v 0))) = 1.,0,0
((A * (A v 0)) ^ A) = 1.,0,0
(0 v ((A v 0) ^ A)) = 1.,0,0
((A ^ (A v 0)) * 0) = 1.,0,0
(0 * (A ^ (A v 0))) = 1.,1,1
(((A v 0) v A) ^ 0) = 1.,0,0
((A ^ (A v 0)) ^ 0) = 1.,0,0
((A ^ (A v 0)) v 0) = 1.,0,0
((A * (A v 0)) v 0) = 1.,1,1
(A * ((A v 0) ^ A)) = 1.,1,1
(0 * (A * (A v 0))) = 1.,1,1
(((A v 0) ^ A) ^ A) = 1.,0,0
(((A v 0) ^ A) v 0) = 1.,0,0
(((A v 0) ^ A) * 0) = 1.,0,0
(((A v 0) ^ A) v A) = 1.,0,0
(((A v 0) ^ A) ^ 0) = 1.,0,0
(A v ((A v 0) ^ A)) = 1.,0,0
(0 v (A ^ (A v 0))) = 1.,0,0
(A ^ ((A v 0) ^ A)) = 1.,0,0
(0 ^ (A ^ (A v 0))) = 1.,0,0
(((A v 0) v A) * 0) = 1.,0,0
((A ^ (A v 0)) * A) = 1.,1,1
(A v ((A v 0) * A)) = 1.,1,1
(0 * ((A v 0) ^ A)) = 1.,1,1
((A ^ (A v 0)) ^ A) = 1.,0,0
(((A v 0) ^ A) * A) = 1.,1,1
(0 ^ ((A v 0) ^ A)) = 1.,0,0
((A ^ (A v 0)) v A) = 1.,0,0
(A * (A ^ (A v 0))) = 1.,1,1
((A v (A v 0)) * 0) = 1.,0,0
(A ^ (A ^ (A v 0))) = 1.,0,0
(A v (A ^ (A v 0))) = 1.,0,0
((A v (A v 0)) v 0) = 1.,0,0
(0 * (A v (A v 0))) = 1.,1,1
((A v (A v 0)) ^ 0) = 1.,0,0
((A v (A v 0)) v A) = 1.,0,0
(0 ^ (A v (A v 0))) = 1.,0,0
(0 v (A v (A v 0))) = 1.,0,0
((A v (A v 0)) * A) = 1.,1,1
((A v (A v 0)) ^ A) = 1.,0,0
(A v (A v (A v 0))) = 1.,0,0
(A ^ (A v (A v 0))) = 1.,0,0
(((A * A) * 0) v A) = 1.,0,0
(((A * A) * 0) * 0) = 1.,1,1
(((A * A) * 0) ^ 0) = 1.,0,0
(((A * A) * 0) v 0) = 1.,0,0
(0 * ((A * A) * 0)) = 1.,1,1
(0 ^ ((A * A) * 0)) = 1.,0,0
(0 v ((A * A) * 0)) = 1.,0,0
(((A * A) * 0) ^ A) = 1.,0,0
(((A * A) * 0) * A) = 1.,1,1
(((A * A) ^ 0) ^ A) = 1.,0,0
(A * ((A * A) * 0)) = 1.,0,0
(A ^ ((A * A) * 0)) = 1.,0,0
(A v ((A * A) * 0)) = 1.,0,0
(((A * A) ^ 0) * 0) = 1.,1,1
(((A * A) ^ 0) ^ 0) = 1.,0,0
(((A * A) ^ 0) v 0) = 1.,0,0
(0 * ((A * A) ^ 0)) = 1.,1,1
(0 ^ ((A * A) ^ 0)) = 1.,0,0
(0 v ((A * A) ^ 0)) = 1.,0,0
(0 ^ ((A * A) v 0)) = 1.,0,0
(((A * A) ^ 0) * A) = 1.,1,1
(((A * A) ^ 0) v A) = 1.,0,0
(A * ((A * A) ^ 0)) = 1.,0,0
(A ^ ((A * A) ^ 0)) = 1.,0,0
(A v ((A * A) ^ 0)) = 1.,0,0
(((A * A) v 0) * 0) = 1.,0,0
(((A * A) v 0) ^ 0) = 1.,0,0
(((A * A) v 0) v 0) = 1.,1,1
(0 * ((A * A) v 0)) = 1.,1,1
((0 * (A * A)) * 0) = 1.,0,0
(((A * A) v 0) * A) = 1.,0,0
(0 v ((A * A) v 0)) = 1.,1,1
(((A * A) v 0) ^ A) = 1.,0,0
(((A * A) v 0) v A) = 1.,1,1
(A * ((A * A) v 0)) = 1.,1,1
(A ^ ((A * A) v 0)) = 1.,0,0
(A v ((A * A) v 0)) = 1.,1,1
((0 * (A * A)) * A) = 1.,0,0
((0 * (A * A)) ^ 0) = 1.,0,0
((0 * (A * A)) v 0) = 1.,1,1
(0 * (0 * (A * A))) = 1.,1,1
(0 ^ (0 * (A * A))) = 1.,0,0
(0 v (0 * (A * A))) = 1.,1,1
(A * (0 ^ (A * A))) = 1.,0,0
((0 * (A * A)) ^ A) = 1.,0,0
((0 * (A * A)) v A) = 1.,1,1
(A * (0 * (A * A))) = 1.,1,1
(A ^ (0 * (A * A))) = 1.,0,0
(A v (0 * (A * A))) = 1.,1,1
((0 ^ (A * A)) * 0) = 1.,1,1
((0 ^ (A * A)) ^ 0) = 1.,0,0
((0 ^ (A * A)) v 0) = 1.,0,0
(0 * (0 ^ (A * A))) = 1.,1,1
(0 ^ (0 ^ (A * A))) = 1.,0,0
(0 v (0 ^ (A * A))) = 1.,0,0
((0 ^ (A * A)) * A) = 1.,1,1
((0 ^ (A * A)) ^ A) = 1.,0,0
((0 ^ (A * A)) v A) = 1.,0,0
(A ^ (0 ^ (A * A))) = 1.,0,0
(A v (0 v (A * A))) = 1.,1,1
(A v (0 ^ (A * A))) = 1.,0,0
((0 v (A * A)) * 0) = 1.,0,0
((0 v (A * A)) ^ 0) = 1.,0,0
((0 v (A * A)) v 0) = 1.,1,1
(0 * (0 v (A * A))) = 1.,1,1
(0 ^ (0 v (A * A))) = 1.,0,0
(0 v (0 v (A * A))) = 1.,1,1
((0 v (A * A)) * A) = 1.,0,0
((0 v (A * A)) ^ A) = 1.,0,0
((0 v (A * A)) v A) = 1.,1,1
(A * (0 v (A * A))) = 1.,1,1
(A ^ (0 v (A * A))) = 1.,0,0
(((A * A) ^ A) ^ 0) = 1.,0,0
(((A * A) * A) * 0) = 1.,0,0
(((A * A) * A) ^ 0) = 1.,0,0
(((A * A) * A) v 0) = 1.,0,0
(0 ^ ((A * A) * A)) = 1.,0,0
(0 * ((A * A) * A)) = 1.,1,1
(0 v ((A * A) * A)) = 1.,0,0
(((A * A) * A) * A) = 1.,1,1
(((A * A) * A) ^ A) = 1.,0,0
(((A * A) * A) v A) = 1.,0,0
(A * ((A * A) * A)) = 1.,1,1
(A ^ ((A * A) * A)) = 1.,0,0
(A v ((A * A) * A)) = 1.,0,0
(((A * A) ^ A) * 0) = 1.,0,0
(0 * ((A * A) v A)) = 1.,1,1
(((A * A) ^ A) v 0) = 1.,0,0
(0 * ((A * A) ^ A)) = 1.,1,1
(0 ^ ((A * A) ^ A)) = 1.,0,0
(0 v ((A * A) ^ A)) = 1.,0,0
(((A * A) ^ A) * A) = 1.,1,1
(((A * A) ^ A) ^ A) = 1.,0,0
(((A * A) ^ A) v A) = 1.,0,0
(A * ((A * A) ^ A)) = 1.,1,1
(A ^ ((A * A) ^ A)) = 1.,0,0
(0 ^ (A * (A * A))) = 1.,0,0
(A * (A v (A v 0))) = 1.,1,1
((A ^ (A * A)) * 0) = 1.,0,0
(0 v (A * (A * A))) = 1.,1,1
((A * (A * A)) * A) = 1.,0,0
((A * (A * A)) ^ A) = 1.,0,0
((A * (A * A)) v A) = 1.,1,1
(A * (A * (A * A))) = 1.,1,1
(A ^ (A * (A * A))) = 1.,0,0
(A v (A * (A * A))) = 1.,1,1
(((A * A) v A) ^ 0) = 1.,0,0
(((A * A) v A) * 0) = 1.,0,0
(0 ^ (A ^ (A * A))) = 1.,0,0
(A * ((A * A) v A)) = 1.,1,1
((A ^ (A * A)) ^ 0) = 1.,0,0
(0 ^ ((A * A) v A)) = 1.,0,0
((A ^ (A * A)) v 0) = 1.,0,0
(0 v ((A * A) v A)) = 1.,1,1
(((A * A) v A) * A) = 1.,0,0
(((A * A) v A) ^ A) = 1.,0,0
(A ^ ((A * A) v A)) = 1.,0,0
(A v ((A * A) v A)) = 1.,1,1
((A * (A * A)) * 0) = 1.,0,0
(0 * (A ^ (A * A))) = 1.,1,1
(((A * A) v A) v 0) = 1.,1,1
((A ^ (A * A)) * A) = 1.,1,1
(0 v (A ^ (A * A))) = 1.,0,0
((A * (A * A)) v 0) = 1.,1,1
((A * (A * A)) ^ 0) = 1.,0,0
(0 * (A * (A * A))) = 1.,1,1
((A ^ (A * A)) ^ A) = 1.,0,0
(A v ((A * A) ^ A)) = 1.,0,0
((A ^ (A * A)) v A) = 1.,0,0
(((A * A) v A) v A) = 1.,1,1
(A ^ (A ^ (A * A))) = 1.,0,0
(A * (A ^ (A * A))) = 1.,1,1
(A v (A ^ (A * A))) = 1.,0,0
((A v (A * A)) * 0) = 1.,0,0
((A v (A * A)) v 0) = 1.,1,1
((A v (A * A)) ^ 0) = 1.,0,0
(0 * (A v (A * A))) = 1.,1,1
(0 v (A v (A * A))) = 1.,1,1
(0 ^ (A v (A * A))) = 1.,0,0
((A v (A * A)) * A) = 1.,0,0
((A v (A * A)) ^ A) = 1.,0,0
((A v (A * A)) v A) = 1.,1,1
(A * ((A v A) * 0)) = 1.,0,0
(((A ^ A) v A) ^ A) = 1.,0,0
(((A ^ A) v A) * A) = 1.,1,1
(((A ^ A) v A) v A) = 1.,0,0
(A * ((A ^ A) v A)) = 1.,1,1
(A ^ ((A ^ A) v A)) = 1.,0,0
(A v ((A ^ A) v A)) = 1.,0,0
(A v (A ^ (A ^ A))) = 1.,0,0
((A v (A ^ A)) * 0) = 1.,0,0
(A ^ (A ^ (A ^ A))) = 1.,0,0
((A v (A ^ A)) ^ 0) = 1.,0,0
((A * (A ^ A)) * 0) = 1.,0,0
((A v (A ^ A)) v 0) = 1.,0,0
((A * (A ^ A)) ^ 0) = 1.,0,0
(0 * (A v (A ^ A))) = 1.,1,1
(0 ^ (A v (A ^ A))) = 1.,0,0
((A * (A ^ A)) v 0) = 1.,1,1
(0 v (A v (A ^ A))) = 1.,0,0
(0 * (A * (A ^ A))) = 1.,1,1
((A v (A ^ A)) * A) = 1.,1,1
(0 ^ (A * (A ^ A))) = 1.,0,0
(0 v (A * (A ^ A))) = 1.,1,1
((A v (A ^ A)) ^ A) = 1.,0,0
((A v (A ^ A)) v A) = 1.,0,0
(A * (A v (A ^ A))) = 1.,1,1
(A ^ (A v (A ^ A))) = 1.,0,0
(A v (A v (A ^ A))) = 1.,0,0
(((A v A) * 0) * 0) = 1.,0,0
(((A v A) * 0) ^ 0) = 1.,0,0
(((A v A) * 0) v 0) = 1.,0,0
(0 ^ ((A v A) * 0)) = 1.,0,0
(0 * ((A v A) * 0)) = 1.,1,1
(0 v ((A v A) * 0)) = 1.,0,0
((A * (A ^ A)) * A) = 1.,0,0
(((A v A) * 0) * A) = 1.,0,0
((A * (A ^ A)) ^ A) = 1.,0,0
((A * (A ^ A)) v A) = 1.,1,1
(A * (A * (A ^ A))) = 1.,1,1
(((A v A) * 0) ^ A) = 1.,0,0
(A ^ (A * (A ^ A))) = 1.,0,0
(A v (A * (A ^ A))) = 1.,1,1
(A v ((A v A) v 0)) = 1.,0,0
((A ^ (A ^ A)) * 0) = 1.,0,0
(A ^ ((A v A) * 0)) = 1.,0,0
((A ^ (A ^ A)) ^ 0) = 1.,0,0
(((A v A) ^ 0) * 0) = 1.,1,1
(((A v A) ^ 0) ^ 0) = 1.,0,0
(((A v A) ^ 0) v 0) = 1.,0,0
(0 * ((A v A) ^ 0)) = 1.,1,1
(0 ^ ((A v A) ^ 0)) = 1.,0,0
(0 v ((A v A) ^ 0)) = 1.,0,0
((A ^ (A ^ A)) v 0) = 1.,0,0
(((A v A) ^ 0) * A) = 1.,1,1
(0 * (A ^ (A ^ A))) = 1.,1,1
(((A v A) ^ 0) ^ A) = 1.,0,0
(0 ^ (A ^ (A ^ A))) = 1.,0,0
(((A v A) ^ 0) v A) = 1.,0,0
(0 v (A ^ (A ^ A))) = 1.,0,0
(A * ((A v A) ^ 0)) = 1.,0,0
(A ^ ((A v A) ^ 0)) = 1.,0,0
(0 v ((A v A) v 0)) = 1.,0,0
(((A v A) v 0) * 0) = 1.,0,0
((A ^ (A ^ A)) * A) = 1.,1,1
((A ^ (A ^ A)) ^ A) = 1.,0,0
((A ^ (A ^ A)) v A) = 1.,0,0
(A * (A ^ (A ^ A))) = 1.,1,1
(((A v A) v 0) v 0) = 1.,0,0
(0 * ((A v A) v 0)) = 1.,1,1
((0 ^ (A ^ A)) * 0) = 1.,1,1
(A * (A v (A * A))) = 1.,1,1
(A v ((A v A) ^ 0)) = 1.,0,0
(((A v A) v 0) * A) = 1.,1,1
(((A v A) v 0) ^ A) = 1.,0,0
(((A v A) v 0) v A) = 1.,0,0
(A * ((A v A) v 0)) = 1.,1,1
(A ^ ((A v A) v 0)) = 1.,0,0
((0 ^ (A v A)) * 0) = 1.,1,1
((0 * (A v A)) * 0) = 1.,0,0
((0 * (A v A)) ^ 0) = 1.,0,0
((0 * (A v A)) v 0) = 1.,1,1
(0 ^ (0 * (A v A))) = 1.,0,0
(0 * (0 * (A v A))) = 1.,1,1
((0 * (A v A)) * A) = 1.,0,0
(0 v (0 * (A v A))) = 1.,1,1
((0 * (A v A)) ^ A) = 1.,0,0
((0 * (A v A)) v A) = 1.,1,1
(A ^ (0 * (A v A))) = 1.,0,0
(A * (0 * (A v A))) = 1.,1,1
(((A ^ A) * A) v 0) = 1.,1,1
(A v (0 * (A v A))) = 1.,1,1
((0 ^ (A ^ A)) ^ 0) = 1.,0,0
((0 ^ (A ^ A)) v 0) = 1.,0,0
(0 ^ (0 ^ (A ^ A))) = 1.,0,0
(0 * (0 ^ (A ^ A))) = 1.,1,1
(0 v (0 ^ (A ^ A))) = 1.,0,0
((0 ^ (A ^ A)) * A) = 1.,1,1
((0 ^ (A ^ A)) ^ A) = 1.,0,0
((0 ^ (A ^ A)) v A) = 1.,0,0
(A * (0 ^ (A ^ A))) = 1.,0,0
(A ^ (0 ^ (A ^ A))) = 1.,0,0
(A v (0 ^ (A ^ A))) = 1.,0,0
((0 v (A ^ A)) * 0) = 1.,0,0
((0 v (A ^ A)) ^ 0) = 1.,0,0
((0 v (A ^ A)) v 0) = 1.,0,0
(0 ^ (0 v (A ^ A))) = 1.,0,0
(0 * (0 v (A ^ A))) = 1.,1,1
(0 v (0 v (A ^ A))) = 1.,0,0
((0 v (A ^ A)) * A) = 1.,1,1
((0 v (A ^ A)) ^ A) = 1.,0,0
((0 v (A ^ A)) v A) = 1.,0,0
(A * (0 v (A ^ A))) = 1.,1,1
(A ^ (0 v (A ^ A))) = 1.,0,0
(A v (0 v (A ^ A))) = 1.,0,0
(((A ^ A) * A) * 0) = 1.,0,0
(((A ^ A) * A) ^ 0) = 1.,0,0
(A v ((A ^ A) ^ 0)) = 1.,0,0
(A v (A v (A * A))) = 1.,1,1
(((A ^ A) * 0) * 0) = 1.,0,0
(((A ^ A) * 0) ^ 0) = 1.,0,0
(((A ^ A) * 0) v 0) = 1.,0,0
(0 ^ ((A ^ A) * 0)) = 1.,0,0
(0 * ((A ^ A) * 0)) = 1.,1,1
(0 v ((A ^ A) * 0)) = 1.,0,0
(((A ^ A) * 0) * A) = 1.,0,0
(((A ^ A) * 0) ^ A) = 1.,0,0
(A * ((A ^ A) * 0)) = 1.,0,0
(A ^ ((A ^ A) * 0)) = 1.,0,0
(((A ^ A) ^ 0) * 0) = 1.,1,1
(((A ^ A) ^ 0) ^ 0) = 1.,0,0
(((A ^ A) ^ 0) v 0) = 1.,0,0
(0 ^ ((A ^ A) ^ 0)) = 1.,0,0
(0 * ((A ^ A) ^ 0)) = 1.,1,1
(0 v ((A ^ A) ^ 0)) = 1.,0,0
(((A ^ A) ^ 0) * A) = 1.,1,1
(((A ^ A) ^ 0) ^ A) = 1.,0,0
(((A ^ A) ^ 0) v A) = 1.,0,0
(A * ((A ^ A) ^ 0)) = 1.,0,0
(A ^ ((A ^ A) ^ 0)) = 1.,0,0
(0 ^ ((A v A) v 0)) = 1.,0,0
(0 * ((A ^ A) ^ A)) = 1.,1,1
(0 * ((A ^ A) * A)) = 1.,1,1
(0 ^ ((A ^ A) * A)) = 1.,0,0
(0 v ((A ^ A) * A)) = 1.,1,1
(((A ^ A) * A) * A) = 1.,0,0
(((A ^ A) * A) ^ A) = 1.,0,0
(((A ^ A) * A) v A) = 1.,1,1
(A * ((A ^ A) * A)) = 1.,1,1
(A ^ ((A ^ A) * A)) = 1.,0,0
(A v ((A ^ A) * A)) = 1.,1,1
(((A ^ A) ^ A) * 0) = 1.,0,0
(((A ^ A) ^ A) ^ 0) = 1.,0,0
(((A ^ A) ^ A) v 0) = 1.,0,0
(A ^ ((A ^ A) ^ A)) = 1.,0,0
(0 ^ ((A ^ A) ^ A)) = 1.,0,0
(0 v ((A ^ A) ^ A)) = 1.,0,0
(((A ^ A) ^ A) * A) = 1.,1,1
(((A ^ A) ^ A) ^ A) = 1.,0,0
(((A ^ A) ^ A) v A) = 1.,0,0
(A * ((A ^ A) ^ A)) = 1.,1,1
(((A ^ A) v A) ^ 0) = 1.,0,0
(A v ((A ^ A) ^ A)) = 1.,0,0
(((A ^ A) v A) * 0) = 1.,0,0
(0 * ((A ^ A) v A)) = 1.,1,1
(((A ^ A) v A) v 0) = 1.,0,0
(A v ((A ^ A) v 0)) = 1.,0,0
(((A ^ A) v 0) * 0) = 1.,0,0
(((A ^ A) v 0) ^ 0) = 1.,0,0
(((A ^ A) v 0) v 0) = 1.,0,0
(0 ^ ((A ^ A) v 0)) = 1.,0,0
(0 * ((A ^ A) v 0)) = 1.,1,1
(0 v ((A ^ A) v 0)) = 1.,0,0
(((A ^ A) v 0) * A) = 1.,1,1
(((A ^ A) v 0) ^ A) = 1.,0,0
(((A ^ A) v 0) v A) = 1.,0,0
(A * ((A ^ A) v 0)) = 1.,1,1
(A ^ ((A ^ A) v 0)) = 1.,0,0
(0 ^ ((A ^ A) v A)) = 1.,0,0
(0 v (0 * (A ^ A))) = 1.,1,1
((0 * (A ^ A)) * 0) = 1.,0,0
((0 * (A ^ A)) ^ 0) = 1.,0,0
((0 * (A ^ A)) v 0) = 1.,1,1
(0 * (0 * (A ^ A))) = 1.,1,1
(0 ^ (0 * (A ^ A))) = 1.,0,0
((0 ^ (A v A)) ^ A) = 1.,0,0
((0 ^ (A v A)) ^ 0) = 1.,0,0
((0 ^ (A v A)) v 0) = 1.,0,0
(0 ^ (0 ^ (A v A))) = 1.,0,0
(0 * (0 ^ (A v A))) = 1.,1,1
(0 v (0 ^ (A v A))) = 1.,0,0
(A ^ (0 ^ (A v A))) = 1.,0,0
((0 ^ (A v A)) * A) = 1.,1,1
((0 ^ (A v A)) v A) = 1.,0,0
(A * (0 ^ (A v A))) = 1.,0,0
((0 * (A ^ A)) * A) = 1.,0,0
((0 * (A ^ A)) v A) = 1.,1,1
((0 * (A ^ A)) ^ A) = 1.,0,0
((0 v (A v A)) * 0) = 1.,0,0
(A v (0 ^ (A v A))) = 1.,0,0
(A ^ (0 * (A ^ A))) = 1.,0,0
(A * (0 * (A ^ A))) = 1.,1,1
((0 v (A v A)) ^ 0) = 1.,0,0
(A v (0 * (A ^ A))) = 1.,1,1
(0 v ((A ^ A) v A)) = 1.,0,0
(((A v A) v 0) ^ 0) = 1.,0,0
(0 ^ (0 v (A v A))) = 1.,0,0
((0 v (A v A)) v 0) = 1.,0,0
(0 * (0 v (A v A))) = 1.,1,1
((0 v (A v A)) v A) = 1.,0,0
(0 v (0 v (A v A))) = 1.,0,0
((0 v (A v A)) ^ A) = 1.,0,0
((0 v (A v A)) * A) = 1.,1,1
(A v (0 v (A v A))) = 1.,0,0
(A * (0 v (A v A))) = 1.,1,1
(A ^ (0 v (A v A))) = 1.,0,0
(((A v A) * A) v 0) = 1.,1,1
(((A v A) * A) * 0) = 1.,0,0
(((A v A) * A) ^ 0) = 1.,0,0
(((A v A) * A) * A) = 1.,0,0
(0 * ((A v A) * A)) = 1.,1,1
(0 ^ ((A v A) * A)) = 1.,0,0
(0 v ((A v A) * A)) = 1.,1,1
(A * ((A v A) * A)) = 1.,1,1
(((A v A) * A) ^ A) = 1.,0,0
(((A v A) * A) v A) = 1.,1,1
(((A v A) ^ A) ^ 0) = 1.,0,0
(A ^ ((A v A) * A)) = 1.,0,0
(A v ((A v A) * A)) = 1.,1,1
(((A v A) ^ A) * 0) = 1.,0,0
(0 ^ ((A v A) ^ A)) = 1.,0,0
(((A v A) ^ A) v 0) = 1.,0,0
(0 * ((A v A) ^ A)) = 1.,1,1
(((A v A) ^ A) ^ A) = 1.,0,0
(0 v ((A v A) ^ A)) = 1.,0,0
(((A v A) ^ A) * A) = 1.,1,1
(A v ((A v A) ^ A)) = 1.,0,0
(((A v A) ^ A) v A) = 1.,0,0
(A * ((A v A) ^ A)) = 1.,1,1
(A ^ ((A v A) ^ A)) = 1.,0,0
(((A v A) v A) ^ 0) = 1.,0,0
(((A v A) v A) * 0) = 1.,0,0
(0 * ((A v A) v A)) = 1.,1,1
(((A v A) v A) v 0) = 1.,0,0
(0 ^ ((A v A) v A)) = 1.,0,0
(0 v ((A v A) v A)) = 1.,0,0
(((A v A) * 0) v A) = 1.,1,0
(A v ((A v A) * 0)) = 1.,1,0
(((A v A) v A) * A) = 1.,1,1
(A v (A v (A v A))) = 1.,0,0
(((A v A) v A) ^ A) = 1.,0,0
(((A v A) v A) v A) = 1.,0,0
(A ^ ((A v A) v A)) = 1.,0,0
(A * ((A v A) v A)) = 1.,1,1
(A v ((A v A) v A)) = 1.,0,0
((A * (A v A)) v A) = 1.,1,1
((A * (A v A)) ^ 0) = 1.,0,0
((A * (A v A)) v 0) = 1.,1,1
(0 * (A * (A v A))) = 1.,1,1
(0 ^ (A * (A v A))) = 1.,0,0
((A * (A v A)) * A) = 1.,0,0
(0 v (A * (A v A))) = 1.,1,1
((A * (A v A)) ^ A) = 1.,0,0
((A v (A v A)) v 0) = 1.,0,0
((A ^ (A v A)) * A) = 1.,1,1
((A ^ (A v A)) ^ A) = 1.,0,0
((A ^ (A v A)) v A) = 1.,0,0
(A * (A ^ (A v A))) = 1.,1,1
(A ^ (A ^ (A v A))) = 1.,0,0
(A v (A ^ (A v A))) = 1.,0,0
((A v (A v A)) * 0) = 1.,0,0
((A v (A v A)) ^ 0) = 1.,0,0
((A v (A v A)) * A) = 1.,1,1
(0 * (A v (A v A))) = 1.,1,1
(0 ^ (A v (A v A))) = 1.,0,0
(0 v (A v (A v A))) = 1.,0,0
((A v (A v A)) v A) = 1.,0,0
((A v (A v A)) ^ A) = 1.,0,0
((A ^ (A v A)) * 0) = 1.,0,0
(A * (A * (A v A))) = 1.,1,1
(A ^ (A * (A v A))) = 1.,0,0
(A v (A * (A v A))) = 1.,1,1
((A ^ (A v A)) v 0) = 1.,0,0
((A ^ (A v A)) ^ 0) = 1.,0,0
(A * (A v (A v A))) = 1.,1,1
(A ^ (A v (A v A))) = 1.,0,0
(0 * (A ^ (A v A))) = 1.,1,1
(0 ^ (A ^ (A v A))) = 1.,0,0
(0 v (A ^ (A v A))) = 1.,0,0
((A * (A v A)) * 0) = 1.,0,0
(A ^ (A v (A * A))) = 1.,0,0
(((A ^ A) * 0) v A) = 1.,1,0
(A v ((A ^ A) * 0)) = 1.,1,0
